"","Date","Price"
"1010","2019-01-07",22.46
"1011","2019-01-08",22.42
"1012","2019-01-09",22.49
"1013","2019-01-10",22.22
"1014","2019-01-11",22.35
"1015","2019-01-14",22.36
"1016","2019-01-15",22.05
"1017","2019-01-16",22.14
"1018","2019-01-17",22.35
"1019","2019-01-18",22.38
"1020","2019-01-22",22.37
"1021","2019-01-23",22.43
"1022","2019-01-24",22.35
"1023","2019-01-25",22.41
"1024","2019-01-28",22.4
"1025","2019-01-29",22.28
"1026","2019-01-30",22.41
"1027","2019-01-31",22.24
"1028","2019-02-01",22.33
"1029","2019-02-04",22.38
"1030","2019-02-05",22.43
"1031","2019-02-06",22.39
"1032","2019-02-07",22.15
"1033","2019-02-08",22.06
"1034","2019-02-11",22.07
"1035","2019-02-12",22.22
"1036","2019-02-13",22.31
"1037","2019-02-14",22.05
"1038","2019-02-15",21.96
"1039","2019-02-19",21.65
"1040","2019-02-20",21.63
"1041","2019-02-21",21.85
"1042","2019-02-22",21.88
"1043","2019-02-25",21.52
"1044","2019-02-26",21.31
"1045","2019-02-27",21.21
"1046","2019-02-28",21.02
"1047","2019-03-01",21.1
"1048","2019-03-04",21.18
"1049","2019-03-05",21.29
"1050","2019-03-06",21.01
"1051","2019-03-07",20.61
"1052","2019-03-08",20.6
"1053","2019-03-11",20.43
"1054","2019-03-12",20.85
"1055","2019-03-13",20.81
"1056","2019-03-14",20.95
"1057","2019-03-15",21.1
"1058","2019-03-18",21.08
"1059","2019-03-19",21.04
"1060","2019-03-20",21.12
"1061","2019-03-21",21.29
"1062","2019-03-22",21.38
"1063","2019-03-25",21.47
"1064","2019-03-26",21.38
"1065","2019-03-27",21.28
"1066","2019-03-28",21.21
"1067","2019-03-29",20.52
"1068","2019-04-01",20.77
"1069","2019-04-02",20.77
"1070","2019-04-03",20.9
"1071","2019-04-04",20.98
"1072","2019-04-05",20.77
"1073","2019-04-08",20.73
"1074","2019-04-09",20.69
"1075","2019-04-10",20.7
"1076","2019-04-11",20.69
"1077","2019-04-12",20.69
"1078","2019-04-15",20.75
"1079","2019-04-16",20.42
"1080","2019-04-17",20.43
"1081","2019-04-18",20.36
"1082","2019-04-22",20.13
"1083","2019-04-23",20.06
"1084","2019-04-24",19.79
"1085","2019-04-25",19.89
"1086","2019-04-26",20.12
"1087","2019-04-29",20
"1088","2019-04-30",20.01
"1089","2019-05-01",20.31
"1090","2019-05-02",20.43
"1091","2019-05-03",20.36
"1092","2019-05-06",20.11
"1093","2019-05-07",20.27
"1094","2019-05-08",20.08
"1095","2019-05-09",19.63
"1096","2019-05-10",19.55
"1097","2019-05-13",19.85
"1098","2019-05-14",20.32
"1099","2019-05-15",20.25
"1100","2019-05-16",20.72
"1101","2019-05-17",20.69
"1102","2019-05-20",21.02
"1103","2019-05-21",21.17
"1104","2019-05-22",21.21
"1105","2019-05-23",21.07
"1106","2019-05-24",21.62
"1107","2019-05-28",22.26
"1108","2019-05-29",22.07
"1109","2019-05-30",22.76
"1110","2019-05-31",22.35
"1111","2019-06-03",22.42
"1112","2019-06-04",22.42
"1113","2019-06-05",21.88
"1114","2019-06-06",22.25
"1115","2019-06-07",22.01
"1116","2019-06-10",22.1
"1117","2019-06-11",22.47
"1118","2019-06-12",22.62
"1119","2019-06-13",22.94
"1120","2019-06-14",23.16
"1121","2019-06-17",23.34
"1122","2019-06-18",23.05
"1123","2019-06-19",22.68
"1124","2019-06-20",22.96
"1125","2019-06-21",22.81
"1126","2019-06-24",23.03
"1127","2019-06-25",22.98
"1128","2019-06-26",22.94
"1129","2019-06-27",22.82
"1130","2019-06-28",22.17
"1131","2019-07-01",21.75
"1132","2019-07-02",21.88
"1133","2019-07-03",22.43
"1134","2019-07-05",22.43
"1135","2019-07-08",22.37
"1136","2019-07-09",22.09
"1137","2019-07-10",22.2
"1138","2019-07-11",22.62
"1139","2019-07-12",22.99
"1140","2019-07-15",22.48
"1141","2019-07-16",22.29
"1142","2019-07-17",22.26
"1143","2019-07-18",21.88
"1144","2019-07-19",22.17
"1145","2019-07-22",21.73
"1146","2019-07-23",21.86
"1147","2019-07-24",21.88
"1148","2019-07-25",21.87
"1149","2019-07-26",21.72
"1150","2019-07-29",21.84
"1151","2019-07-30",21.58
"1152","2019-07-31",21.17
"1153","2019-08-01",20.9
"1154","2019-08-02",21.18
"1155","2019-08-05",21.39
"1156","2019-08-06",21.15
"1157","2019-08-07",21.35
"1158","2019-08-08",21.51
"1159","2019-08-09",21.53
"1160","2019-08-12",20.38
"1161","2019-08-13",20.15
"1162","2019-08-14",19.98
"1163","2019-08-15",19.93
"1164","2019-08-16",20.21
"1165","2019-08-19",20.01
"1166","2019-08-20",19.83
"1167","2019-08-21",19.86
"1168","2019-08-22",19.86
"1169","2019-08-23",19.82
"1170","2019-08-26",19.85
"1171","2019-08-27",19.73
"1172","2019-08-28",19.88
"1173","2019-08-29",19.85
"1174","2019-08-30",19.71
"1175","2019-09-03",19.41
"1176","2019-09-04",19.39
"1177","2019-09-05",19.49
"1178","2019-09-06",19.3
"1179","2019-09-09",19.37
"1180","2019-09-10",19.78
"1181","2019-09-11",19.63
"1182","2019-09-12",19.95
"1183","2019-09-13",19.97
"1184","2019-09-16",20.21
"1185","2019-09-17",19.91
"1186","2019-09-18",20.03
"1187","2019-09-19",20.02
"1188","2019-09-20",19.93
"1189","2019-09-23",19.93
"1190","2019-09-24",20.03
"1191","2019-09-25",19.95
"1192","2019-09-26",20
"1193","2019-09-27",20.01
"1194","2019-09-30",20.48
